date,county,own,utility,zip
2011.08,Los Angeles County,5,ZEV,91350
2011.08,Los Angeles County,5,ZEV,90803
2011.08,Los Angeles County,5,ZEV,90502
2011.08,Los Angeles County,5,ZEV,90210
2011.08,Los Angeles County,5,ZEV,90291
2011.08,Los Angeles County,5,ZEV,90015
2011.08,Kern County,5,ZEV,93314
2011.08,San Diego County,5,ZEV,92107
2011.08,San Diego County,5,ZEV,92101
2011.08,Santa Clara County,5,ZEV,95136
2011.08,Santa Clara County,5,ZEV,95120
2011.08,San Mateo County,5,ZEV,94061
2011.08,San Mateo County,5,ZEV,94002
2011.08,San Mateo County,5,ZEV,94002
2011.08,Alameda County,5,ZEV,94550
2011.08,Los Angeles County,5,ZEM,91502
2011.08,Orange County,5,ZEV,92688
2011.08,Orange County,5,ZEV,92614
2011.08,Los Angeles County,5,ZEV,91748
2011.08,San Luis Obispo County,5,ZEV,93402
2011.08,San Diego County,5,ZEV,92131
2011.08,San Diego County,5,ZEV,92064
2011.08,Santa Clara County,5,ZEV,95120
2011.08,Santa Clara County,5,ZEV,95008
2011.08,Santa Clara County,5,ZEV,94040
2011.08,Contra Costa County,5,ZEV,94563
2011.08,Alameda County,5,ZEV,94539
2011.08,Riverside County,5,ZEV,91752
2011.08,Los Angeles County,5,ZEV,91364
2011.08,Los Angeles County,5,ZEV,90293
2011.08,San Diego County,5,ZEV,92025
2011.08,Sacramento County,5,ZEV,95841
2011.08,Santa Clara County,5,ZEV,95124
2011.08,Santa Clara County,5,ZEV,95035
2011.08,San Francisco County,5,ZEV,94110
2011.08,Marin County,5,ZEV,94956
2011.08,Contra Costa County,5,ZEV,94582
2011.08,Contra Costa County,5,ZEV,94549
2011.08,Alameda County,5,ZEV,94708
2011.08,Alameda County,5,ZEV,94611
2011.08,Alameda County,5,ZEV,94602
2011.08,Alameda County,5,ZEV,94539
2011.08,Alameda County,5,ZEV,94536
2011.08,Ventura County,5,ZEV,93003
2011.08,Orange County,5,ZEV,92649
2011.08,Orange County,5,ZEV,92648
2011.08,Los Angeles County,5,ZEV,90807
2011.08,Los Angeles County,5,ZEV,90278
2011.08,Los Angeles County,5,ZEV,90275
2011.08,Los Angeles County,5,ZEV,90254
2011.08,Los Angeles County,5,ZEV,91335
2011.08,Los Angeles County,5,ZEV,90291
2011.08,Los Angeles County,5,ZEV,90272
2011.08,Los Angeles County,5,ZEV,90210
2011.08,Los Angeles County,5,ZEV,90025
2011.08,San Joaquin County,5,ZEV,95209
2011.08,San Diego County,5,ZEV,92010
2011.08,Santa Clara County,5,ZEV,95050
2011.08,Santa Clara County,5,ZEV,95121
2011.08,San Mateo County,5,ZEV,94025
2011.08,Alameda County,5,ZEV,94707
2011.08,Los Angeles County,5,ZEV,90254
2011.08,San Diego County,5,ZEV,92129
2011.08,San Diego County,5,ZEV,92069
2011.08,San Diego County,5,ZEV,92019
2011.08,San Diego County,5,ZEV,91913
2011.08,Santa Cruz County,5,ZEV,95033
2011.08,Santa Clara County,5,ZEV,95125
2011.08,Santa Clara County,5,ZEV,95070
2011.08,Santa Clara County,5,ZEV,95014
2011.08,Santa Clara County,5,ZEV,94087
2011.08,Santa Clara County,5,ZEV,94306
2011.08,San Diego County,5,ZEV,92131
2011.08,Sacramento County,5,ZEV,95835
2011.08,Santa Cruz County,5,ZEV,95033
2011.08,Santa Clara County,5,ZEV,95120
2011.08,Marin County,5,ZEV,94945
2011.08,Alameda County,5,ZEV,94501
2011.08,Solano County,5,ZEV,95688
2011.08,Riverside County,5,ZEV,91752
2011.08,Orange County,5,ZEV,92649
2011.08,Los Angeles County,5,ZEV,90274
2011.08,Los Angeles County,5,ZEV,91436
2011.08,Los Angeles County,5,ZEV,91326
2011.08,Sacramento County,5,ZEV,95819
2011.08,Santa Clara County,5,ZEV,95125
2011.08,Napa County,5,ZEV,94558
2011.08,Alameda County,5,ZEV,94539
2011.08,Alameda County,5,ZEV,94536
2011.08,Alameda County,5,ZEV,94502
2011.08,San Francisco County,5,ZEM,94123
2011.08,Los Angeles County,5,ZEV,90278
2011.08,Fresno County,5,ZEV,93646
2011.08,San Diego County,5,ZEV,92103
2011.08,San Diego County,5,ZEV,91902
2011.08,Santa Clara County,5,ZEV,94022
2011.08,San Mateo County,5,ZEV,94070
2011.08,Marin County,5,ZEV,94901
2011.08,Riverside County,5,ZEV,92211
2011.08,Orange County,5,ZEV,92646
2011.08,San Diego County,5,ZEV,91915
2011.08,Sacramento County,5,ZEV,95824
2011.08,Santa Cruz County,5,ZEV,95033
2011.08,Santa Clara County,5,ZEV,95138
2011.08,Santa Clara County,5,ZEV,95136
2011.08,Santa Clara County,5,ZEV,95129
2011.08,San Mateo County,5,ZEV,94062
2011.08,San Mateo County,5,ZEV,94025
2011.08,San Mateo County,5,ZEV,94025
2011.08,Contra Costa County,5,ZEV,94583
2011.08,Contra Costa County,5,ZEV,94549
2011.08,Alameda County,5,ZEV,94619
2011.08,Alameda County,5,ZEV,94539
2011.08,Santa Clara County,5,ZEV,94301
2011.08,Los Angeles County,5,ZEV,90064
2011.08,San Diego County,5,ZEV,91935
2011.08,Santa Clara County,5,ZEV,95051
2011.08,Santa Clara County,5,ZEV,95130
2011.08,Santa Clara County,5,ZEV,95125
2011.08,Santa Clara County,5,ZEV,95032
2011.08,Santa Clara County,5,ZEV,95030
2011.08,Santa Clara County,5,ZEV,95030
2011.08,San Mateo County,5,ZEV,94028
2011.08,San Mateo County,5,ZEV,94027
2011.08,San Francisco County,5,ZEV,94127
2011.08,Santa Clara County,5,ZEV,94303
2011.08,Ventura County,5,ZEV,93010
2011.08,Los Angeles County,5,ZEV,91766
2011.08,Los Angeles County,5,ZEV,90402
2011.08,Los Angeles County,5,ZEV,90254
2011.08,San Diego County,5,ZEV,92128
2011.08,San Diego County,5,ZEV,92117
2011.08,San Diego County,5,ZEV,92117
2011.08,Sacramento County,5,ZEV,95628
2011.08,San Mateo County,5,ZEV,94025
2011.08,San Francisco County,5,ZEV,94114
2011.08,Contra Costa County,5,ZEV,94549
2011.08,Los Angeles County,1,ZEV,90746
2011.08,Los Angeles County,1,ZEV,90746
2011.08,Los Angeles County,1,ZEV,90746
2011.08,Los Angeles County,1,ZEV,90746
2011.08,Los Angeles County,1,ZEV,90746
2011.08,Los Angeles County,1,ZEV,90746
2011.08,Los Angeles County,5,ZEV,91601
2011.08,Los Angeles County,5,ZEV,91405
2011.08,Santa Barbara County,5,ZEV,93108
2011.08,San Diego County,5,ZEV,92003
2011.08,Santa Clara County,5,ZEV,95014
2011.08,Santa Clara County,5,ZEV,94087
2011.08,Santa Clara County,5,ZEV,94024
2011.08,San Mateo County,5,ZEV,94002
2011.08,San Francisco County,5,ZEV,94122
2011.08,Alameda County,5,ZEV,94608
2011.08,Alameda County,5,ZEV,94577
2011.08,Alameda County,5,ZEV,94501
2011.08,Ventura County,5,ZEV,91362
2011.08,Los Angeles County,5,ZEV,91801
2011.08,Los Angeles County,5,ZEV,90266
2011.08,Los Angeles County,5,ZEV,90291
2011.08,Los Angeles County,5,ZEV,90020
2011.08,Santa Clara County,5,ZEV,95054
2011.08,Sonoma County,5,ZEV,94952
2011.08,Santa Clara County,5,ZEV,95148
2011.08,Santa Clara County,5,ZEV,95131
2011.08,Santa Clara County,5,ZEV,95117
2011.08,Santa Clara County,5,ZEV,95032
2011.08,Ventura County,5,ZEV,93003
2011.08,Orange County,5,ZEV,92618
2011.08,Los Angeles County,5,ZEV,91789
2011.08,San Diego County,5,ZEV,92122
2011.08,Humboldt County,5,ZEV,95570
2011.08,San Mateo County,5,ZEV,94070
2011.08,Orange County,5,ZEV,92646
2011.08,Los Angeles County,5,ZEV,90405
2011.08,Placer County,5,ZEV,95746
2011.08,Santa Clara County,5,ZEV,95138
2011.08,Santa Clara County,5,ZEV,95008
2011.08,Santa Clara County,5,ZEV,94040
2011.08,San Francisco County,5,ZEV,94114
2011.08,Alameda County,5,ZEV,94611
2011.08,Yolo County,5,ZEV,95616
2011.08,Orange County,5,ZEV,92677
2011.08,Los Angeles County,5,ZEV,90292
2011.08,San Joaquin County,5,ZEV,95337
2011.08,San Diego County,5,ZEV,92126
2011.08,San Diego County,5,ZEV,91914
2011.08,Santa Clara County,5,ZEV,95124
2011.08,Santa Clara County,5,ZEV,94087
2011.08,San Mateo County,5,ZEV,94070
2011.08,Marin County,5,ZEV,94941
2011.08,Alameda County,5,ZEV,94550
2011.08,San Diego County,5,ZEM,92064
2011.08,Los Angeles County,5,ZEV,90501
2011.08,Los Angeles County,5,ZEV,90401
2011.08,Los Angeles County,5,ZEV,90278
2011.08,Los Angeles County,5,ZEV,90275
2011.08,Los Angeles County,5,ZEV,90254
2011.08,San Diego County,5,ZEV,92111
2011.08,San Diego County,5,ZEV,92009
2011.08,Santa Clara County,5,ZEV,95118
2011.08,Santa Clara County,5,ZEV,95112
2011.08,Santa Clara County,5,ZEV,95070
2011.08,Santa Clara County,5,ZEV,95037
2011.08,Santa Clara County,5,ZEV,94024
2011.08,San Mateo County,5,ZEV,94070
2011.08,San Mateo County,5,ZEV,94062
2011.08,San Francisco County,5,ZEV,94131
2011.08,Santa Clara County,5,ZEV,94303
2011.08,Orange County,5,ZEV,92692
2011.08,Los Angeles County,5,ZEV,90066
2011.08,Los Angeles County,5,ZEV,90049
2011.08,San Diego County,5,ZEV,92130
2011.08,San Diego County,5,ZEV,92130
2011.08,San Diego County,5,ZEV,92116
2011.08,Sacramento County,5,ZEV,95660
2011.08,Sacramento County,5,ZEV,95630
2011.08,Imperial County,5,ZEV,92283
2011.08,Santa Clara County,5,ZEV,94041
2011.08,Alameda County,5,ZEV,94605
2011.08,Alameda County,5,ZEV,94587
2011.08,Alameda County,5,ZEV,94566
2011.08,Alameda County,5,ZEV,94551
2011.08,Riverside County,5,ZEV,92571
2011.08,Orange County,5,ZEV,92705
2011.08,Los Angeles County,5,ZEV,90240
2011.08,Orange County,5,ZEV,92653
2011.08,San Diego County,5,ZEV,92084
2011.08,San Diego County,5,ZEV,92014
2011.08,San Diego County,5,ZEV,91942
2011.08,Santa Clara County,5,ZEV,95124
2011.08,Alameda County,5,ZEV,94546
2011.08,Santa Clara County,5,ZEV,94303
2011.08,Alameda County,5,ZEV,94502
2011.08,Los Angeles County,1,ZEV,90245
2011.08,Fresno County,1,ZEV,93721
2011.08,Los Angeles County,1,ZEV,90746
2011.08,Los Angeles County,1,ZEV,90746
2011.08,Los Angeles County,1,ZEV,90746
2011.08,Riverside County,5,ZEV,92563
2011.08,Los Angeles County,5,ZEV,91711
2011.08,Los Angeles County,5,ZEV,90039
2011.08,San Diego County,5,ZEV,92130
2011.08,San Diego County,5,ZEV,92127
2011.08,San Diego County,5,ZEV,92028
2011.08,San Diego County,5,ZEV,92020
2011.08,Santa Clara County,5,ZEV,95070
2011.08,Santa Clara County,5,ZEV,94040
2011.08,San Mateo County,5,ZEV,94065
2011.08,Contra Costa County,5,ZEV,94563
2011.08,Alameda County,5,ZEV,94550
2011.08,Ventura County,5,ZEV,93065
2011.08,Riverside County,5,ZEV,92592
2011.08,Los Angeles County,5,ZEV,90275
2011.08,Los Angeles County,5,ZEV,90274
2011.08,Los Angeles County,5,ZEV,90241
2011.08,Orange County,5,ZEV,92672
2011.08,Los Angeles County,5,ZEV,91406
2011.08,Los Angeles County,5,ZEV,91311
2011.08,Santa Barbara County,5,ZEV,93103
2011.08,San Luis Obispo County,5,ZEV,93446
2011.08,San Diego County,5,ZEV,92127
2011.08,San Diego County,5,ZEV,92104
2011.08,San Diego County,5,ZEV,92009
2011.08,San Diego County,5,ZEV,91977
2011.08,Santa Clara County,5,ZEV,95051
2011.08,Sonoma County,5,ZEV,95472
2011.08,Santa Clara County,5,ZEV,95123
2011.08,Santa Clara County,5,ZEV,95037
2011.08,San Mateo County,5,ZEV,94025
2011.08,Contra Costa County,5,ZEV,94564
2011.08,Contra Costa County,5,ZEV,94530
2011.08,Contra Costa County,5,ZEV,94506
2011.08,Alameda County,5,ZEV,94706
2011.08,Alameda County,5,ZEV,94568
2011.08,Alameda County,5,ZEV,94539
2011.08,Solano County,5,ZEV,95688
2011.08,Orange County,5,ZEV,92870
2011.08,Orange County,5,ZEV,90720
2011.08,San Diego County,5,ZEV,92107
2011.08,San Diego County,5,ZEV,92037
2011.08,San Diego County,5,ZEV,92009
2011.08,San Diego County,5,ZEV,92009
2011.08,Santa Cruz County,5,ZEV,95060
2011.08,Sonoma County,5,ZEV,95409
2011.08,Santa Clara County,5,ZEV,95136
2011.08,Santa Clara County,5,ZEV,95124
2011.08,Santa Clara County,5,ZEV,95120
2011.08,Santa Clara County,5,ZEV,94022
2011.08,Santa Clara County,5,ZEV,94022
2011.08,San Mateo County,5,ZEV,94404
2011.08,San Mateo County,5,ZEV,94010
2011.08,San Francisco County,5,ZEV,94134
2011.08,San Francisco County,5,ZEV,94110
2011.08,Alameda County,5,ZEV,94539
2011.08,Yolo County,5,ZEV,95616
2011.08,Orange County,5,ZEV,92656
2011.08,Orange County,5,ZEV,90720
2011.08,Los Angeles County,5,ZEV,90806
2011.08,Los Angeles County,5,ZEV,90803
2011.08,Los Angeles County,5,ZEV,90254
2011.08,Orange County,5,ZEV,92672
2011.08,Los Angeles County,5,ZEV,91364
2011.08,Los Angeles County,5,ZEV,91364
2011.08,Los Angeles County,5,ZEV,90046
2011.08,Los Angeles County,5,ZEV,90703
2011.08,Kern County,5,ZEV,93311
2011.08,Kern County,5,ZEV,93301
2011.08,San Diego County,5,ZEV,92107
2011.08,Placer County,5,ZEV,95631
2011.08,Santa Clara County,5,ZEV,95138
2011.08,Santa Clara County,5,ZEV,95125
2011.08,Santa Clara County,5,ZEV,95125
2011.08,Santa Clara County,5,ZEV,95032
2011.08,San Francisco County,5,ZEV,94114
2011.08,Alameda County,5,ZEV,94618
2011.08,Alameda County,5,ZEV,94539
2011.08,Alameda County,5,ZEV,94539
2011.08,Alameda County,5,ZEV,94536
2011.08,Alameda County,5,ZEV,94501
2011.08,Alameda County,5,ZEV,94501
2011.08,Alameda County,5,ZEV,94501
2011.08,Ventura County,5,ZEV,93063
2011.08,Ventura County,5,ZEV,91360
2011.08,San Bernardino County,5,ZEV,91701
2011.08,Orange County,5,ZEV,92694
2011.08,Los Angeles County,5,ZEV,91104
2011.08,Los Angeles County,5,ZEV,91042
2011.08,Los Angeles County,5,ZEV,90024
2011.08,Shasta County,5,ZEV,96003
2011.08,San Luis Obispo County,5,ZEV,93446
2011.08,Kern County,5,ZEV,93311
2011.08,San Diego County,5,ZEV,92129
2011.08,San Diego County,5,ZEV,92120
2011.08,San Diego County,5,ZEV,92114
2011.08,Sacramento County,5,ZEV,95662
2011.08,Santa Clara County,5,ZEV,95051
2011.08,Sonoma County,5,ZEV,94952
2011.08,Santa Clara County,5,ZEV,95138
2011.08,Santa Clara County,5,ZEV,95132
2011.08,Santa Clara County,5,ZEV,95120
2011.08,Santa Clara County,5,ZEV,95118
2011.08,Santa Clara County,5,ZEV,94539
2011.08,Santa Clara County,5,ZEV,94024
2011.08,Alameda County,5,ZEV,94580
2011.08,Alameda County,5,ZEV,94539
2011.08,Alameda County,5,ZEV,94538
2011.08,Los Angeles County,1,ZEV,90501
2011.08,Ventura County,5,ZEV,91362
2011.08,Los Angeles County,5,ZEV,91108
2011.08,Los Angeles County,5,ZEV,91011
2011.08,Los Angeles County,5,ZEV,90808
2011.08,Los Angeles County,5,ZEV,91364
2011.08,Orange County,5,ZEV,92806
2011.08,San Diego County,5,ZEV,92130
2011.08,San Diego County,5,ZEV,92130
2011.08,San Diego County,5,ZEV,92130
2011.08,San Diego County,5,ZEV,92069
2011.08,Sacramento County,5,ZEV,95833
2011.08,Sacramento County,5,ZEV,95758
2011.08,Santa Clara County,5,ZEV,95125
2011.08,Santa Clara County,5,ZEV,95120
2011.08,Santa Clara County,5,ZEV,95014
2011.08,San Mateo County,5,ZEV,94025
2011.08,San Francisco County,5,ZEV,94132
2011.08,San Francisco County,5,ZEV,94131
2011.08,San Francisco County,5,ZEV,94121
2011.08,Contra Costa County,5,ZEV,94507
2011.08,Alameda County,5,ZEV,94703
2011.08,Alameda County,5,ZEV,94611
2011.08,Alameda County,5,ZEV,94587
2011.08,Sonoma County,1,ZEV,94952
2011.08,Ventura County,5,ZEV,93063
2011.08,Ventura County,5,ZEV,93030
2011.08,Orange County,5,ZEV,92651
2011.08,Orange County,5,ZEV,92626
2011.08,Los Angeles County,5,ZEV,91214
2011.08,Los Angeles County,5,ZEV,91030
2011.08,Los Angeles County,5,ZEV,90403
2011.08,Orange County,5,ZEV,92653
2011.08,Los Angeles County,5,ZEV,91040
2011.08,Los Angeles County,5,ZEV,90067
2011.08,Los Angeles County,5,ZEV,90046
2011.08,Los Angeles County,5,ZEV,90020
2011.08,Santa Barbara County,5,ZEV,93105
2011.08,Stanislaus County,5,ZEV,95355
2011.08,San Diego County,5,ZEV,92118
2011.08,San Diego County,5,ZEV,92118
2011.08,San Diego County,5,ZEV,92107
2011.08,San Diego County,5,ZEV,92064
2011.08,Sacramento County,5,ZEV,95818
2011.08,Sacramento County,5,ZEV,95758
2011.08,Santa Clara County,5,ZEV,95051
2011.08,Sonoma County,5,ZEV,95472
2011.08,Santa Clara County,5,ZEV,95129
2011.08,Santa Clara County,5,ZEV,95120
2011.08,Santa Clara County,5,ZEV,95116
2011.08,Santa Clara County,5,ZEV,94022
2011.08,San Mateo County,5,ZEV,94403
2011.08,San Mateo County,5,ZEV,94065
2011.08,Alameda County,5,ZEV,94706
2011.08,Alameda County,5,ZEV,94611
2011.08,Alameda County,5,ZEV,94610
2011.08,Alameda County,5,ZEV,94539
2011.09,Ventura County,5,ZEV,93021
2011.09,Orange County,5,ZEV,92870
2011.09,Orange County,5,ZEV,92869
2011.09,Orange County,5,ZEV,92688
2011.09,Orange County,5,ZEV,92627
2011.09,Los Angeles County,5,ZEV,91755
2011.09,Los Angeles County,5,ZEV,90505
2011.09,Los Angeles County,5,ZEV,90232
2011.09,Los Angeles County,5,ZEV,90731
2011.09,Sacramento County,5,ZEV,95632
2011.09,San Bernardino County,5,ZEV,92344
2011.09,Butte County,5,ZEV,95928
2011.09,Sonoma County,5,ZEV,95452
2011.09,Santa Clara County,5,ZEV,95129
2011.09,Santa Clara County,5,ZEV,95128
2011.09,Santa Clara County,5,ZEV,95124
2011.09,Santa Clara County,5,ZEV,95120
2011.09,Santa Clara County,5,ZEV,95032
2011.09,San Mateo County,5,ZEV,94002
2011.09,Alameda County,5,ZEV,94708
2011.09,Alameda County,5,ZEV,94706
2011.09,Alameda County,5,ZEV,94611
2011.09,Alameda County,5,ZEV,94539
2011.09,Alameda County,5,ZEV,94536
2011.09,Alameda County,5,ZEV,94536
2011.09,Orange County,5,ZEV,92835
2011.09,Orange County,5,ZEV,92708
2011.09,Orange County,5,ZEV,92604
2011.09,Los Angeles County,5,ZEV,91606
2011.09,Los Angeles County,5,ZEV,91325
2011.09,Los Angeles County,5,ZEV,91201
2011.09,Stanislaus County,5,ZEV,95350
2011.09,San Diego County,5,ZEV,92057
2011.09,San Diego County,5,ZEV,92024
2011.09,Humboldt County,5,ZEV,95549
2011.09,Monterey County,5,ZEV,93933
2011.09,Sonoma County,5,ZEV,94931
2011.09,Santa Clara County,5,ZEV,95135
2011.09,Santa Clara County,5,ZEV,95129
2011.09,Santa Clara County,5,ZEV,95112
2011.09,Santa Clara County,5,ZEV,94087
2011.09,San Mateo County,5,ZEV,94019
2011.09,Alameda County,5,ZEV,94611
2011.09,Alameda County,5,ZEV,94539
2011.09,Alameda County,5,ZEV,94536
2011.09,Alameda County,5,ZEV,94536
2011.09,Ventura County,5,ZEV,93035
2011.09,Riverside County,5,ZEV,92592
2011.09,Los Angeles County,5,ZEV,90505
2011.09,Orange County,5,ZEV,92677
2011.09,Los Angeles County,5,ZEV,91344
2011.09,Los Angeles County,5,ZEV,90291
2011.09,Los Angeles County,5,ZEV,90064
2011.09,Los Angeles County,5,ZEV,90034
2011.09,Stanislaus County,5,ZEV,95382
2011.09,San Diego County,5,ZEV,92124
2011.09,San Diego County,5,ZEV,92064
2011.09,Santa Clara County,5,ZEV,95130
2011.09,San Mateo County,5,ZEV,94065
2011.09,Alameda County,5,ZEV,94611
2011.09,Los Angeles County,5,ZEV,90403
2011.09,San Joaquin County,5,ZEV,95209
2011.09,San Diego County,5,ZEV,92083
2011.09,Santa Clara County,5,ZEV,95126
2011.09,Santa Clara County,5,ZEV,94024
2011.09,Santa Clara County,5,ZEV,94022
2011.09,San Mateo County,5,ZEV,94070
2011.09,Alameda County,5,ZEV,94555
2011.09,Alameda County,5,ZEV,94542
2011.09,Orange County,5,ZEV,92887
2011.09,Los Angeles County,5,ZEV,91780
2011.09,Los Angeles County,5,ZEV,91108
2011.09,Los Angeles County,5,ZEV,90405
2011.09,Los Angeles County,5,ZEV,90034
2011.09,Los Angeles County,5,ZEV,91208
2011.09,Los Angeles County,5,ZEV,91506
2011.09,Merced County,5,ZEV,95348
2011.09,Sacramento County,5,ZEV,95630
2011.09,Sacramento County,5,ZEV,95628
2011.09,Santa Clara County,5,ZEV,95054
2011.09,Santa Clara County,5,ZEV,95051
2011.09,Solano County,5,ZEV,94534
2011.09,Santa Clara County,5,ZEV,95123
2011.09,Santa Clara County,5,ZEV,94087
2011.09,Santa Clara County,5,ZEV,94043
2011.09,San Mateo County,5,ZEV,94025
2011.09,San Mateo County,5,ZEV,94002
2011.09,Contra Costa County,5,ZEV,94521
2011.09,Alameda County,5,ZEV,94610
2011.09,Alameda County,5,ZEV,94550
2011.09,Yolo County,5,ZEV,95616
2011.09,Ventura County,5,ZEV,93065
2011.09,San Bernardino County,5,ZEV,91701
2011.09,Los Angeles County,5,ZEV,90293
2011.09,Los Angeles County,5,ZEV,90293
2011.09,Los Angeles County,5,ZEV,90069
2011.09,Santa Barbara County,5,ZEV,93105
2011.09,Sacramento County,5,ZEV,95820
2011.09,Santa Clara County,5,ZEV,95070
2011.09,Santa Clara County,5,ZEV,94040
2011.09,San Mateo County,5,ZEV,94062
2011.09,San Mateo County,5,ZEV,94025
2011.09,San Mateo County,5,ZEV,94025
2011.09,Contra Costa County,5,ZEV,94583
2011.09,Alameda County,5,ZEV,94539
2011.09,Napa County,1,ZEV,94574
2011.09,Napa County,1,ZEV,94574
2011.09,Napa County,1,ZEV,94574
2011.09,Napa County,1,ZEV,94574
2011.09,Napa County,1,ZEV,94574
2011.09,Ventura County,5,ZEV,91320
2011.09,Orange County,5,ZEV,92683
2011.09,Los Angeles County,5,ZEV,90732
2011.09,Los Angeles County,5,ZEV,90065
2011.09,Los Angeles County,5,ZEV,90026
2011.09,Riverside County,5,ZEV,92253
2011.09,Santa Barbara County,5,ZEV,93117
2011.09,San Diego County,5,ZEV,92130
2011.09,San Diego County,5,ZEV,92116
2011.09,San Diego County,5,ZEV,92106
2011.09,San Diego County,5,ZEV,92027
2011.09,San Diego County,5,ZEV,91902
2011.09,Santa Cruz County,5,ZEV,95066
2011.09,Sonoma County,5,ZEV,95404
2011.09,Santa Clara County,5,ZEV,95032
2011.09,Santa Clara County,5,ZEV,94087
2011.09,Santa Clara County,5,ZEV,94024
2011.09,Marin County,5,ZEV,94945
2011.09,Marin County,5,ZEV,94904
2011.09,Contra Costa County,5,ZEV,94549
2011.09,Alameda County,5,ZEV,94577
2011.09,Yolo County,5,ZEV,95616
2011.09,Ventura County,5,ZEV,91362
2011.09,Orange County,5,ZEV,92705
2011.09,Orange County,5,ZEV,92651
2011.09,Los Angeles County,5,ZEV,91381
2011.09,Los Angeles County,5,ZEV,90275
2011.09,Los Angeles County,5,ZEV,91325
2011.09,Los Angeles County,5,ZEV,90291
2011.09,Los Angeles County,5,ZEV,90065
2011.09,Los Angeles County,5,ZEV,90045
2011.09,Los Angeles County,5,ZEV,90032
2011.09,Fresno County,5,ZEV,93602
2011.09,San Diego County,5,ZEV,92103
2011.09,Sacramento County,5,ZEV,95630
2011.09,Nevada County,5,ZEV,95949
2011.09,Santa Clara County,5,ZEV,95030
2011.09,Santa Clara County,5,ZEV,95014
2011.09,Santa Clara County,5,ZEV,94043
2011.09,San Mateo County,5,ZEV,94044
2011.09,San Francisco County,5,ZEV,94107
2011.09,Contra Costa County,5,ZEV,94582
2011.09,Contra Costa County,5,ZEV,94556
2011.09,Alameda County,5,ZEV,94602
2011.09,Alameda County,5,ZEV,94568
2011.09,Alameda County,5,ZEV,94539
2011.09,Orange County,1,ZEV,92831
2011.09,Los Angeles County,1,ZEV,91301
2011.09,San Diego County,5,ZEM,92117
2011.09,Orange County,5,ZEV,92663
2011.09,Los Angeles County,5,ZEV,90278
2011.09,Orange County,5,ZEV,92802
2011.09,San Diego County,5,ZEV,92122
2011.09,El Dorado County,5,ZEV,95762
2011.09,Santa Clara County,5,ZEV,95138
2011.09,Santa Clara County,5,ZEV,95120
2011.09,Santa Clara County,5,ZEV,95037
2011.09,Santa Clara County,5,ZEV,95037
2011.09,San Francisco County,5,ZEV,94122
2011.09,Marin County,5,ZEV,94925
2011.09,Contra Costa County,5,ZEV,94518
2011.09,Alameda County,5,ZEV,94618
2011.09,Alameda County,5,ZEV,94546
2011.09,Santa Clara County,5,ZEV,94306
2011.09,Los Angeles County,5,ZEV,90266
2011.09,Los Angeles County,5,ZEV,90254
2011.09,San Diego County,5,ZEV,92129
2011.09,San Diego County,5,ZEV,92107
2011.09,Sonoma County,5,ZEV,94928
2011.09,Santa Clara County,5,ZEV,95129
2011.09,Santa Clara County,5,ZEV,95035
2011.09,Santa Clara County,5,ZEV,95014
2011.09,San Mateo County,5,ZEV,94070
2011.09,Marin County,5,ZEV,94925
2011.09,Contra Costa County,5,ZEV,94507
2011.09,San Diego County,1,ZEV,92037
2011.09,Ventura County,5,ZEV,93065
2011.09,Ventura County,5,ZEV,93012
2011.09,Orange County,5,ZEV,92679
2011.09,Orange County,5,ZEV,92647
2011.09,Orange County,5,ZEV,92620
2011.09,Orange County,5,ZEV,92617
2011.09,Los Angeles County,5,ZEV,91355
2011.09,Los Angeles County,5,ZEV,90803
2011.09,Los Angeles County,5,ZEV,91105
2011.09,Los Angeles County,5,ZEV,90024
2011.09,Riverside County,5,ZEV,92507
2011.09,Santa Barbara County,5,ZEV,93111
2011.09,San Diego County,5,ZEV,92110
2011.09,San Diego County,5,ZEV,92064
2011.09,Sacramento County,5,ZEV,95628
2011.09,Santa Cruz County,5,ZEV,95060
2011.09,El Dorado County,5,ZEV,95762
2011.09,Santa Clara County,5,ZEV,95130
2011.09,Santa Clara County,5,ZEV,95123
2011.09,Santa Clara County,5,ZEV,95032
2011.09,Santa Clara County,5,ZEV,95014
2011.09,Santa Clara County,5,ZEV,94040
2011.09,Santa Clara County,5,ZEV,94022
2011.09,San Mateo County,5,ZEV,94070
2011.09,Marin County,5,ZEV,94941
2011.09,Contra Costa County,5,ZEV,94563
2011.09,Riverside County,5,ZEV,92584
2011.09,Riverside County,5,ZEV,92557
2011.09,Riverside County,5,ZEV,92264
2011.09,Los Angeles County,5,ZEV,91765
2011.09,Los Angeles County,5,ZEV,91355
2011.09,Los Angeles County,5,ZEV,91030
2011.09,Los Angeles County,5,ZEV,90717
2011.09,Los Angeles County,5,ZEV,90601
2011.09,Los Angeles County,5,ZEV,90249
2011.09,San Diego County,5,ZEV,92131
2011.09,San Diego County,5,ZEV,92130
2011.09,San Diego County,5,ZEV,91914
2011.09,Santa Cruz County,5,ZEV,95065
2011.09,Santa Clara County,5,ZEV,95136
2011.09,Santa Clara County,5,ZEV,95123
2011.09,Santa Clara County,5,ZEV,95032
2011.09,Santa Clara County,5,ZEV,95014
2011.09,Santa Clara County,5,ZEV,95014
2011.09,Santa Clara County,5,ZEV,94022
2011.09,San Mateo County,5,ZEV,94402
2011.09,Marin County,5,ZEV,94904
